nombre,posicion,temporadas,puntos_totales,promedio_puntos_por_partido,rebotes_totales,promedio_rebotes_por_partido,asistencias_totales,promedio_asistencias_por_partido,robos_totales,bloqueos_totales,porcentaje_tiros_de_campo,porcentaje_tiros_libres,porcentaje_tiros_triples
Christian Laettner, Ala-Pivot,13,4956,6.1,2606,3.2,1092,1.3,253,161,51.8,82.2,48.5
